raw_transaction_string,category_label
CARD PURCHASE PUMP,Fuel/Gas
WATER SERVICE T:071098,Utilities
COMCAST,Utilities
POS SALE CHEVRON,Fuel/Gas
EFT APPLE STORE ID:GEWT57297732507583,Shopping
POS SALE APPLE STORE,Shopping
DEBIT PURCHASE TRADER JOES 836,Groceries
EFT STARBUCKS,Coffee/Dining
VISA POS WHOLE FOODS 836,Groceries
POS SALE UBER TRIP ID:GEWT57297732507583,Transport
DEBIT PURCHASE PHARMACY,Health/Fitness
TRANSFER 836,Transfer/Income
ELEC BILL 836,Utilities
CARD PURCHASE GAS STATION LOC:EAST1661,Fuel/Gas
POS SALE PUMP T:071098,Fuel/Gas
PAYROLL,Transfer/Income
VISA POS BEST BUY,Shopping
DEBIT PURCHASE WHOLE FOODS 836,Groceries
VISA POS STARBUCKS,Coffee/Dining
VISA POS SUSHI,Coffee/Dining
CARD PURCHASE MARKET ID:GEWT57297732507583,Groceries
POS SALE TRADER JOES T:071098,Groceries
DEBIT PURCHASE RESTAURANT,Coffee/Dining
EFT AMAZON.COM,Shopping
DEBIT PURCHASE AMAZON.COM,Shopping
EFT UBER TRIP T:071098,Transport
CARD PURCHASE TARGET,Shopping
DEBIT PURCHASE RETAIL ID:GEWT57297732507583,Shopping
PAYROLL,Transfer/Income
CARD PURCHASE METRO RAIL LOC:EAST1661,Transport
POS SALE STARBUCKS,Coffee/Dining
DEBIT PURCHASE PIZZA,Coffee/Dining
CARD PURCHASE GROCERY T:071098,Groceries
VISA POS DOCTOR LOC:EAST1661,Health/Fitness
CARD PURCHASE STARBUCKS 836,Coffee/Dining
POS SALE MARKET,Groceries
EFT GAS STATION 836,Fuel/Gas
AEP,Utilities
EFT BEST BUY 836,Shopping
DEBIT PURCHASE SHELL GAS,Fuel/Gas
EFT TARGET,Shopping
POS SALE CHEVRON,Fuel/Gas
CARD PURCHASE CAFE,Coffee/Dining
DEBIT PURCHASE RALPHS T:071098,Groceries
CARD PURCHASE RESTAURANT,Coffee/Dining
DEBIT PURCHASE PHARMACY T:071098,Health/Fitness
POS SALE TOLL,Transport
DEBIT PURCHASE MCDONALDS,Coffee/Dining
VISA POS GYM MEMBERSHIP 836,Health/Fitness
DEBIT PURCHASE RALPHS LOC:EAST1661,Groceries
VISA POS RALPHS 836,Groceries
SALARY,Transfer/Income
CARD PURCHASE PUMP LOC:EAST1661,Fuel/Gas
WATER SERVICE T:071098,Utilities
CARD PURCHASE DOCTOR,Health/Fitness
POS SALE STARBUCKS,Coffee/Dining
EFT AMAZON.COM,Shopping
VISA POS TOLL,Transport
CARD PURCHASE STARBUCKS T:071098,Coffee/Dining
DEBIT PURCHASE SHELL GAS,Fuel/Gas
PAYROLL,Transfer/Income
CARD PURCHASE APPLE STORE,Shopping
EFT PIZZA,Coffee/Dining
EFT GYM MEMBERSHIP,Health/Fitness
EFT LYFT LOC:EAST1661,Transport
VENMO CASH IN ID:GEWT57297732507583,Transfer/Income
CARD PURCHASE SUSHI T:071098,Coffee/Dining
VISA POS AMAZON.COM,Shopping
AEP,Utilities
EFT TRADER JOES 836,Groceries
POS SALE GROCERY LOC:EAST1661,Groceries
SALARY ID:GEWT57297732507583,Transfer/Income
DEBIT PURCHASE BEST BUY T:071098,Shopping
TRANSFER,Transfer/Income
DEBIT PURCHASE UBER TRIP ID:GEWT57297732507583,Transport
SALARY 836,Transfer/Income
TRANSFER,Transfer/Income
VISA POS BEST BUY,Shopping
EFT RETAIL,Shopping
POS SALE STARBUCKS,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
EFT LYFT T:071098,Transport
VISA POS CAFE,Coffee/Dining
POS SALE STARBUCKS,Coffee/Dining
DEBIT PURCHASE RETAIL,Shopping
EFT RETAIL,Shopping
VISA POS EXXON,Fuel/Gas
EFT RETAIL,Shopping
CARD PURCHASE APPLE STORE T:071098,Shopping
CARD PURCHASE LYFT,Transport
VISA POS RALPHS,Groceries
POS SALE CAFE 836,Coffee/Dining
VISA POS AMAZON.COM 836,Shopping
DEBIT PURCHASE BEST BUY 836,Shopping
DEBIT PURCHASE TOLL T:071098,Transport
VISA POS RALPHS T:071098,Groceries
CARD PURCHASE WHOLE FOODS ID:GEWT57297732507583,Groceries
CARD PURCHASE RETAIL LOC:EAST1661,Shopping
VISA POS TARGET,Shopping
VISA POS BEST BUY,Shopping
VISA POS RETAIL,Shopping
CARD PURCHASE AMAZON.COM ID:GEWT57297732507583,Shopping
PAYROLL LOC:EAST1661,Transfer/Income
PAYROLL,Transfer/Income
COMCAST T:071098,Utilities
EFT TOLL,Transport
DEBIT PURCHASE RALPHS,Groceries
AEP 836,Utilities
EFT WHOLE FOODS LOC:EAST1661,Groceries
TRANSFER,Transfer/Income
POS SALE WHOLE FOODS T:071098,Groceries
VISA POS RESTAURANT,Coffee/Dining
VISA POS BEST BUY ID:GEWT57297732507583,Shopping
VISA POS GROCERY,Groceries
POS SALE APPLE STORE,Shopping
EFT SUSHI,Coffee/Dining
ELEC BILL LOC:EAST1661,Utilities
EFT RESTAURANT LOC:EAST1661,Coffee/Dining
EFT APPLE STORE LOC:EAST1661,Shopping
POS SALE STARBUCKS,Coffee/Dining
CARD PURCHASE TRADER JOES,Groceries
CARD PURCHASE CAFE ID:GEWT57297732507583,Coffee/Dining
EFT WHOLE FOODS LOC:EAST1661,Groceries
CARD PURCHASE MARKET,Groceries
CARD PURCHASE TARGET,Shopping
POS SALE STARBUCKS,Coffee/Dining
POS SALE PUMP,Fuel/Gas
POS SALE MARKET,Groceries
VISA POS SUSHI,Coffee/Dining
CABLE T:071098,Utilities
POS SALE RALPHS,Groceries
POS SALE TARGET,Shopping
PAYROLL T:071098,Transfer/Income
DEBIT PURCHASE EXXON LOC:EAST1661,Fuel/Gas
VISA POS MARKET,Groceries
POS SALE RETAIL,Shopping
VISA POS CAFE,Coffee/Dining
CARD PURCHASE PUMP,Fuel/Gas
DEBIT PURCHASE GROCERY,Groceries
DEBIT PURCHASE EXXON,Fuel/Gas
EFT SHELL GAS,Fuel/Gas
EFT SUSHI 836,Coffee/Dining
COMCAST LOC:EAST1661,Utilities
DEBIT PURCHASE PHARMACY ID:GEWT57297732507583,Health/Fitness
POS SALE WHOLE FOODS,Groceries
DEBIT PURCHASE METRO RAIL,Transport
DEBIT PURCHASE PIZZA LOC:EAST1661,Coffee/Dining
POS SALE RETAIL,Shopping
EFT CHEVRON 836,Fuel/Gas
POS SALE MARKET,Groceries
POS SALE AMAZON.COM 836,Shopping
DEBIT PURCHASE MARKET,Groceries
EFT TARGET,Shopping
POS SALE AMAZON.COM,Shopping
CARD PURCHASE AMAZON.COM T:071098,Shopping
EFT GAS STATION ID:GEWT57297732507583,Fuel/Gas
DEBIT PURCHASE PIZZA 836,Coffee/Dining
ELEC BILL,Utilities
CARD PURCHASE PIZZA,Coffee/Dining
VISA POS RALPHS ID:GEWT57297732507583,Groceries
VISA POS BEST BUY,Shopping
EFT APPLE STORE,Shopping
POS SALE AMAZON.COM LOC:EAST1661,Shopping
VISA POS UBER TRIP,Transport
POS SALE CHEVRON,Fuel/Gas
EFT RALPHS,Groceries
EFT APPLE STORE,Shopping
POS SALE APPLE STORE,Shopping
TRANSFER,Transfer/Income
EFT MARKET ID:GEWT57297732507583,Groceries
VISA POS LYFT 836,Transport
POS SALE APPLE STORE,Shopping
DEBIT PURCHASE BEST BUY T:071098,Shopping
DEBIT PURCHASE MARKET,Groceries
POS SALE TRADER JOES,Groceries
EFT RETAIL,Shopping
DEBIT PURCHASE GROCERY,Groceries
POS SALE STARBUCKS,Coffee/Dining
WATER SERVICE,Utilities
EFT MARKET LOC:EAST1661,Groceries
VISA POS AMAZON.COM,Shopping
EFT SHELL GAS,Fuel/Gas
VISA POS RETAIL,Shopping
SALARY,Transfer/Income
PAYROLL 836,Transfer/Income
VISA POS PHARMACY,Health/Fitness
PAYROLL,Transfer/Income
VISA POS STARBUCKS,Coffee/Dining
POS SALE MCDONALDS LOC:EAST1661,Coffee/Dining
EFT MCDONALDS,Coffee/Dining
EFT TRADER JOES T:071098,Groceries
WATER SERVICE ID:GEWT57297732507583,Utilities
CARD PURCHASE METRO RAIL ID:GEWT57297732507583,Transport
POS SALE CAFE,Coffee/Dining
CARD PURCHASE CAFE,Coffee/Dining
CARD PURCHASE STARBUCKS,Coffee/Dining
DEBIT PURCHASE GROCERY,Groceries
EFT RALPHS LOC:EAST1661,Groceries
EFT GROCERY,Groceries
CARD PURCHASE PIZZA,Coffee/Dining
CARD PURCHASE RALPHS ID:GEWT57297732507583,Groceries
CARD PURCHASE METRO RAIL,Transport
POS SALE METRO RAIL,Transport
CARD PURCHASE CAFE LOC:EAST1661,Coffee/Dining
TRANSFER T:071098,Transfer/Income
POS SALE STARBUCKS,Coffee/Dining
EFT TRADER JOES ID:GEWT57297732507583,Groceries
COMCAST T:071098,Utilities
EFT SUSHI,Coffee/Dining
POS SALE EXXON,Fuel/Gas
POS SALE PIZZA LOC:EAST1661,Coffee/Dining
VISA POS SUSHI LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE GROCERY,Groceries
VISA POS CAFE,Coffee/Dining
POS SALE APPLE STORE,Shopping
SALARY,Transfer/Income
DEBIT PURCHASE SUSHI 836,Coffee/Dining
CABLE,Utilities
CARD PURCHASE TOLL ID:GEWT57297732507583,Transport
VISA POS TOLL T:071098,Transport
DEBIT PURCHASE MCDONALDS,Coffee/Dining
PAYROLL ID:GEWT57297732507583,Transfer/Income
DEBIT PURCHASE APPLE STORE,Shopping
VISA POS TARGET,Shopping
PAYROLL,Transfer/Income
DEBIT PURCHASE SHELL GAS,Fuel/Gas
VENMO CASH IN,Transfer/Income
DEBIT PURCHASE EXXON,Fuel/Gas
POS SALE MCDONALDS LOC:EAST1661,Coffee/Dining
POS SALE PIZZA,Coffee/Dining
TRANSFER T:071098,Transfer/Income
CARD PURCHASE AMAZON.COM,Shopping
PAYROLL,Transfer/Income
EFT LYFT ID:GEWT57297732507583,Transport
POS SALE MCDONALDS,Coffee/Dining
ELEC BILL,Utilities
EFT RESTAURANT,Coffee/Dining
CARD PURCHASE CHEVRON 836,Fuel/Gas
EFT MARKET,Groceries
POS SALE RETAIL,Shopping
EFT AMAZON.COM,Shopping
VISA POS AMAZON.COM,Shopping
VISA POS MCDONALDS,Coffee/Dining
DEBIT PURCHASE TARGET LOC:EAST1661,Shopping
POS SALE PIZZA ID:GEWT57297732507583,Coffee/Dining
EFT SUSHI 836,Coffee/Dining
DEBIT PURCHASE DOCTOR 836,Health/Fitness
DEBIT PURCHASE PIZZA,Coffee/Dining
EFT RETAIL,Shopping
CARD PURCHASE MARKET,Groceries
POS SALE AMAZON.COM,Shopping
AEP,Utilities
POS SALE TARGET,Shopping
DEBIT PURCHASE PUMP,Fuel/Gas
DEBIT PURCHASE GROCERY,Groceries
EFT TRADER JOES,Groceries
CARD PURCHASE WHOLE FOODS T:071098,Groceries
POS SALE TRADER JOES,Groceries
DEBIT PURCHASE AMAZON.COM,Shopping
EFT TRADER JOES,Groceries
VENMO CASH IN,Transfer/Income
CARD PURCHASE RALPHS,Groceries
DEBIT PURCHASE DOCTOR,Health/Fitness
CARD PURCHASE AMAZON.COM 836,Shopping
CARD PURCHASE TRADER JOES 836,Groceries
POS SALE SUSHI LOC:EAST1661,Coffee/Dining
POS SALE MCDONALDS 836,Coffee/Dining
VISA POS WHOLE FOODS LOC:EAST1661,Groceries
VENMO CASH IN,Transfer/Income
EFT APPLE STORE LOC:EAST1661,Shopping
VENMO CASH IN,Transfer/Income
POS SALE RETAIL LOC:EAST1661,Shopping
POS SALE CAFE LOC:EAST1661,Coffee/Dining
CARD PURCHASE TRADER JOES ID:GEWT57297732507583,Groceries
POS SALE PIZZA ID:GEWT57297732507583,Coffee/Dining
CARD PURCHASE AMAZON.COM,Shopping
EFT RALPHS 836,Groceries
VISA POS PHARMACY,Health/Fitness
POS SALE PHARMACY,Health/Fitness
CARD PURCHASE BEST BUY,Shopping
PAYROLL,Transfer/Income
PAYROLL,Transfer/Income
DEBIT PURCHASE STARBUCKS,Coffee/Dining
CARD PURCHASE TOLL 836,Transport
CARD PURCHASE BEST BUY,Shopping
DEBIT PURCHASE GROCERY,Groceries
PAYROLL,Transfer/Income
DEBIT PURCHASE CHEVRON ID:GEWT57297732507583,Fuel/Gas
DEBIT PURCHASE RESTAURANT LOC:EAST1661,Coffee/Dining
CARD PURCHASE GROCERY,Groceries
VISA POS CAFE,Coffee/Dining
VENMO CASH IN,Transfer/Income
POS SALE AMAZON.COM,Shopping
DEBIT PURCHASE GROCERY,Groceries
CARD PURCHASE BEST BUY LOC:EAST1661,Shopping
VISA POS MCDONALDS ID:GEWT57297732507583,Coffee/Dining
VISA POS PIZZA,Coffee/Dining
EFT TRADER JOES,Groceries
CARD PURCHASE DOCTOR,Health/Fitness
DEBIT PURCHASE EXXON,Fuel/Gas
VISA POS CHEVRON LOC:EAST1661,Fuel/Gas
EFT LYFT LOC:EAST1661,Transport
DEBIT PURCHASE PHARMACY 836,Health/Fitness
EFT RALPHS LOC:EAST1661,Groceries
PAYROLL,Transfer/Income
DEBIT PURCHASE TOLL,Transport
TRANSFER,Transfer/Income
VISA POS TRADER JOES,Groceries
VISA POS STARBUCKS,Coffee/Dining
POS SALE DOCTOR T:071098,Health/Fitness
AEP 836,Utilities
VISA POS TOLL ID:GEWT57297732507583,Transport
ELEC BILL ID:GEWT57297732507583,Utilities
DEBIT PURCHASE SHELL GAS 836,Fuel/Gas
CARD PURCHASE CHEVRON LOC:EAST1661,Fuel/Gas
VISA POS RESTAURANT T:071098,Coffee/Dining
EFT BEST BUY,Shopping
DEBIT PURCHASE MCDONALDS,Coffee/Dining
POS SALE MCDONALDS ID:GEWT57297732507583,Coffee/Dining
VISA POS RESTAURANT 836,Coffee/Dining
EFT APPLE STORE,Shopping
DEBIT PURCHASE RETAIL T:071098,Shopping
POS SALE SUSHI,Coffee/Dining
EFT TOLL,Transport
EFT AMAZON.COM,Shopping
POS SALE LYFT T:071098,Transport
EFT GROCERY,Groceries
CARD PURCHASE MCDONALDS,Coffee/Dining
CABLE 836,Utilities
POS SALE CHEVRON,Fuel/Gas
DEBIT PURCHASE EXXON,Fuel/Gas
POS SALE RALPHS ID:GEWT57297732507583,Groceries
POS SALE UBER TRIP 836,Transport
TRANSFER,Transfer/Income
EFT AMAZON.COM,Shopping
VISA POS UBER TRIP,Transport
CARD PURCHASE APPLE STORE,Shopping
EFT TOLL T:071098,Transport
EFT TRADER JOES,Groceries
VISA POS GAS STATION ID:GEWT57297732507583,Fuel/Gas
DEBIT PURCHASE RETAIL,Shopping
POS SALE TARGET,Shopping
POS SALE RALPHS,Groceries
AEP,Utilities
TRANSFER LOC:EAST1661,Transfer/Income
EFT SUSHI T:071098,Coffee/Dining
DEBIT PURCHASE GROCERY,Groceries
COMCAST ID:GEWT57297732507583,Utilities
POS SALE AMAZON.COM,Shopping
COMCAST,Utilities
EFT CHEVRON,Fuel/Gas
WATER SERVICE,Utilities
CARD PURCHASE SUSHI,Coffee/Dining
SALARY T:071098,Transfer/Income
VISA POS BEST BUY ID:GEWT57297732507583,Shopping
VISA POS SUSHI 836,Coffee/Dining
EFT PHARMACY,Health/Fitness
POS SALE TRADER JOES LOC:EAST1661,Groceries
DEBIT PURCHASE GROCERY,Groceries
VISA POS RALPHS LOC:EAST1661,Groceries
CABLE ID:GEWT57297732507583,Utilities
DEBIT PURCHASE BEST BUY T:071098,Shopping
CARD PURCHASE EXXON,Fuel/Gas
VISA POS SUSHI,Coffee/Dining
POS SALE RALPHS,Groceries
POS SALE TRADER JOES,Groceries
WATER SERVICE,Utilities
EFT TARGET 836,Shopping
VISA POS AMAZON.COM,Shopping
EFT RETAIL T:071098,Shopping
DEBIT PURCHASE TOLL T:071098,Transport
EFT GROCERY,Groceries
POS SALE APPLE STORE,Shopping
TRANSFER,Transfer/Income
EFT GROCERY,Groceries
DEBIT PURCHASE TRADER JOES,Groceries
VISA POS APPLE STORE,Shopping
CARD PURCHASE GYM MEMBERSHIP 836,Health/Fitness
VISA POS TARGET T:071098,Shopping
VISA POS CHEVRON,Fuel/Gas
VENMO CASH IN T:071098,Transfer/Income
VISA POS MARKET,Groceries
DEBIT PURCHASE RALPHS,Groceries
CARD PURCHASE STARBUCKS,Coffee/Dining
SALARY,Transfer/Income
EFT UBER TRIP LOC:EAST1661,Transport
CARD PURCHASE RETAIL,Shopping
CARD PURCHASE MARKET,Groceries
CARD PURCHASE RETAIL,Shopping
POS SALE GYM MEMBERSHIP,Health/Fitness
DEBIT PURCHASE GROCERY 836,Groceries
WATER SERVICE 836,Utilities
DEBIT PURCHASE CAFE LOC:EAST1661,Coffee/Dining
VISA POS MCDONALDS LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE BEST BUY LOC:EAST1661,Shopping
CARD PURCHASE LYFT,Transport
CABLE,Utilities
SALARY,Transfer/Income
CARD PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE MCDONALDS T:071098,Coffee/Dining
VISA POS MARKET ID:GEWT57297732507583,Groceries
VISA POS SUSHI ID:GEWT57297732507583,Coffee/Dining
POS SALE WHOLE FOODS LOC:EAST1661,Groceries
VISA POS RESTAURANT,Coffee/Dining
DEBIT PURCHASE METRO RAIL ID:GEWT57297732507583,Transport
SALARY,Transfer/Income
COMCAST,Utilities
VISA POS APPLE STORE,Shopping
POS SALE RALPHS,Groceries
CARD PURCHASE WHOLE FOODS,Groceries
POS SALE WHOLE FOODS,Groceries
DEBIT PURCHASE DOCTOR,Health/Fitness
DEBIT PURCHASE MCDONALDS,Coffee/Dining
DEBIT PURCHASE SHELL GAS T:071098,Fuel/Gas
DEBIT PURCHASE RALPHS,Groceries
POS SALE TRADER JOES,Groceries
ELEC BILL,Utilities
VISA POS GROCERY LOC:EAST1661,Groceries
DEBIT PURCHASE STARBUCKS LOC:EAST1661,Coffee/Dining
PAYROLL,Transfer/Income
CARD PURCHASE STARBUCKS,Coffee/Dining
EFT GROCERY ID:GEWT57297732507583,Groceries
POS SALE RETAIL LOC:EAST1661,Shopping
DEBIT PURCHASE GROCERY ID:GEWT57297732507583,Groceries
EFT MARKET,Groceries
POS SALE MCDONALDS,Coffee/Dining
PAYROLL 836,Transfer/Income
VISA POS GROCERY,Groceries
DEBIT PURCHASE MARKET,Groceries
VENMO CASH IN,Transfer/Income
CARD PURCHASE RALPHS LOC:EAST1661,Groceries
POS SALE GYM MEMBERSHIP,Health/Fitness
VISA POS PIZZA 836,Coffee/Dining
CARD PURCHASE BEST BUY T:071098,Shopping
DEBIT PURCHASE CHEVRON,Fuel/Gas
CARD PURCHASE RETAIL,Shopping
CABLE LOC:EAST1661,Utilities
VISA POS CHEVRON,Fuel/Gas
POS SALE RETAIL,Shopping
DEBIT PURCHASE BEST BUY 836,Shopping
VISA POS PUMP ID:GEWT57297732507583,Fuel/Gas
EFT TARGET,Shopping
EFT SHELL GAS,Fuel/Gas
DEBIT PURCHASE RETAIL,Shopping
POS SALE RETAIL T:071098,Shopping
POS SALE AMAZON.COM,Shopping
POS SALE SUSHI,Coffee/Dining
POS SALE GROCERY ID:GEWT57297732507583,Groceries
DEBIT PURCHASE WHOLE FOODS,Groceries
CARD PURCHASE STARBUCKS,Coffee/Dining
CARD PURCHASE MCDONALDS,Coffee/Dining
CARD PURCHASE STARBUCKS ID:GEWT57297732507583,Coffee/Dining
POS SALE LYFT ID:GEWT57297732507583,Transport
EFT GAS STATION,Fuel/Gas
POS SALE RALPHS,Groceries
CARD PURCHASE AMAZON.COM,Shopping
POS SALE MARKET 836,Groceries
EFT MCDONALDS,Coffee/Dining
DEBIT PURCHASE WHOLE FOODS,Groceries
POS SALE TARGET,Shopping
EFT APPLE STORE LOC:EAST1661,Shopping
TRANSFER,Transfer/Income
DEBIT PURCHASE PIZZA T:071098,Coffee/Dining
DEBIT PURCHASE TRADER JOES ID:GEWT57297732507583,Groceries
POS SALE GYM MEMBERSHIP,Health/Fitness
VISA POS RALPHS ID:GEWT57297732507583,Groceries
CARD PURCHASE SUSHI T:071098,Coffee/Dining
CARD PURCHASE CHEVRON,Fuel/Gas
EFT MARKET,Groceries
EFT STARBUCKS,Coffee/Dining
EFT PIZZA 836,Coffee/Dining
POS SALE MCDONALDS,Coffee/Dining
EFT CAFE,Coffee/Dining
POS SALE APPLE STORE,Shopping
DEBIT PURCHASE MARKET T:071098,Groceries
DEBIT PURCHASE BEST BUY LOC:EAST1661,Shopping
TRANSFER T:071098,Transfer/Income
POS SALE LYFT 836,Transport
DEBIT PURCHASE RALPHS ID:GEWT57297732507583,Groceries
POS SALE RETAIL,Shopping
EFT APPLE STORE,Shopping
DEBIT PURCHASE TRADER JOES,Groceries
VISA POS PIZZA,Coffee/Dining
VENMO CASH IN,Transfer/Income
POS SALE APPLE STORE,Shopping
EFT GAS STATION,Fuel/Gas
WATER SERVICE,Utilities
DEBIT PURCHASE SHELL GAS 836,Fuel/Gas
WATER SERVICE 836,Utilities
CARD PURCHASE TARGET,Shopping
TRANSFER T:071098,Transfer/Income
VISA POS RESTAURANT,Coffee/Dining
VISA POS CHEVRON LOC:EAST1661,Fuel/Gas
EFT CAFE LOC:EAST1661,Coffee/Dining
CARD PURCHASE DOCTOR,Health/Fitness
CARD PURCHASE TRADER JOES 836,Groceries
DEBIT PURCHASE MARKET,Groceries
VENMO CASH IN,Transfer/Income
VISA POS GROCERY 836,Groceries
POS SALE MCDONALDS,Coffee/Dining
VISA POS METRO RAIL,Transport
DEBIT PURCHASE PUMP,Fuel/Gas
DEBIT PURCHASE PUMP,Fuel/Gas
DEBIT PURCHASE STARBUCKS,Coffee/Dining
VISA POS MARKET,Groceries
VISA POS PUMP,Fuel/Gas
EFT DOCTOR,Health/Fitness
VISA POS APPLE STORE,Shopping
POS SALE UBER TRIP,Transport
CABLE,Utilities
EFT AMAZON.COM LOC:EAST1661,Shopping
ELEC BILL,Utilities
CARD PURCHASE BEST BUY,Shopping
CARD PURCHASE MCDONALDS,Coffee/Dining
EFT GROCERY,Groceries
DEBIT PURCHASE SHELL GAS T:071098,Fuel/Gas
CARD PURCHASE METRO RAIL,Transport
DEBIT PURCHASE PUMP T:071098,Fuel/Gas
CARD PURCHASE TARGET LOC:EAST1661,Shopping
SALARY T:071098,Transfer/Income
POS SALE WHOLE FOODS T:071098,Groceries
TRANSFER 836,Transfer/Income
EFT PUMP,Fuel/Gas
EFT GROCERY,Groceries
CARD PURCHASE RESTAURANT,Coffee/Dining
CARD PURCHASE RALPHS T:071098,Groceries
EFT BEST BUY 836,Shopping
CARD PURCHASE GAS STATION T:071098,Fuel/Gas
DEBIT PURCHASE GROCERY,Groceries
CARD PURCHASE RALPHS,Groceries
VISA POS CHEVRON,Fuel/Gas
PAYROLL T:071098,Transfer/Income
VISA POS APPLE STORE LOC:EAST1661,Shopping
POS SALE CAFE ID:GEWT57297732507583,Coffee/Dining
PAYROLL T:071098,Transfer/Income
CARD PURCHASE TRADER JOES LOC:EAST1661,Groceries
VISA POS RALPHS,Groceries
EFT PUMP T:071098,Fuel/Gas
VISA POS APPLE STORE,Shopping
DEBIT PURCHASE PIZZA,Coffee/Dining
POS SALE BEST BUY,Shopping
VISA POS STARBUCKS,Coffee/Dining
POS SALE GROCERY ID:GEWT57297732507583,Groceries
CARD PURCHASE BEST BUY,Shopping
VISA POS APPLE STORE,Shopping
EFT BEST BUY 836,Shopping
DEBIT PURCHASE BEST BUY,Shopping
DEBIT PURCHASE MCDONALDS,Coffee/Dining
POS SALE CAFE LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE MARKET,Groceries
EFT STARBUCKS,Coffee/Dining
EFT GROCERY,Groceries
AEP,Utilities
POS SALE CAFE 836,Coffee/Dining
VISA POS TRADER JOES,Groceries
ELEC BILL,Utilities
POS SALE MARKET,Groceries
DEBIT PURCHASE CHEVRON,Fuel/Gas
POS SALE GROCERY,Groceries
ELEC BILL T:071098,Utilities
VISA POS PHARMACY,Health/Fitness
EFT RETAIL,Shopping
DEBIT PURCHASE GROCERY,Groceries
EFT RESTAURANT,Coffee/Dining
POS SALE MCDONALDS T:071098,Coffee/Dining
DEBIT PURCHASE BEST BUY,Shopping
CARD PURCHASE UBER TRIP 836,Transport
VENMO CASH IN LOC:EAST1661,Transfer/Income
POS SALE RESTAURANT,Coffee/Dining
EFT MARKET,Groceries
VENMO CASH IN,Transfer/Income
CARD PURCHASE PUMP,Fuel/Gas
PAYROLL,Transfer/Income
TRANSFER,Transfer/Income
EFT WHOLE FOODS,Groceries
CARD PURCHASE SHELL GAS ID:GEWT57297732507583,Fuel/Gas
EFT SUSHI LOC:EAST1661,Coffee/Dining
DEBIT PURCHASE MCDONALDS,Coffee/Dining
EFT GROCERY,Groceries
SALARY,Transfer/Income
ELEC BILL,Utilities
DEBIT PURCHASE TRADER JOES,Groceries
DEBIT PURCHASE PUMP,Fuel/Gas
EFT RETAIL,Shopping
CARD PURCHASE PIZZA,Coffee/Dining
POS SALE TRADER JOES LOC:EAST1661,Groceries
POS SALE RALPHS T:071098,Groceries
POS SALE LYFT 836,Transport
EFT PIZZA,Coffee/Dining
EFT EXXON,Fuel/Gas
DEBIT PURCHASE RETAIL,Shopping
EFT MARKET,Groceries
DEBIT PURCHASE AMAZON.COM T:071098,Shopping
EFT MARKET,Groceries
VENMO CASH IN,Transfer/Income
EFT TRADER JOES T:071098,Groceries
TRANSFER LOC:EAST1661,Transfer/Income
ELEC BILL,Utilities
DEBIT PURCHASE SUSHI ID:GEWT57297732507583,Coffee/Dining
POS SALE TRADER JOES,Groceries
CARD PURCHASE DOCTOR,Health/Fitness
POS SALE TOLL,Transport
CARD PURCHASE DOCTOR,Health/Fitness
EFT AMAZON.COM ID:GEWT57297732507583,Shopping
CARD PURCHASE GROCERY 836,Groceries
AEP,Utilities
PAYROLL ID:GEWT57297732507583,Transfer/Income
VISA POS AMAZON.COM,Shopping
DEBIT PURCHASE AMAZON.COM,Shopping
CARD PURCHASE GROCERY,Groceries
EFT STARBUCKS,Coffee/Dining
EFT CHEVRON 836,Fuel/Gas
EFT WHOLE FOODS,Groceries
POS SALE SUSHI,Coffee/Dining
VISA POS TRADER JOES,Groceries
CARD PURCHASE MARKET,Groceries
DEBIT PURCHASE PUMP,Fuel/Gas
VISA POS DOCTOR,Health/Fitness
AEP,Utilities
DEBIT PURCHASE WHOLE FOODS,Groceries
EFT UBER TRIP ID:GEWT57297732507583,Transport
AEP T:071098,Utilities
CARD PURCHASE GYM MEMBERSHIP,Health/Fitness
POS SALE TARGET,Shopping
VISA POS RALPHS,Groceries
VENMO CASH IN,Transfer/Income
SALARY,Transfer/Income
SALARY,Transfer/Income
POS SALE CAFE,Coffee/Dining
WATER SERVICE,Utilities
PAYROLL,Transfer/Income
EFT RALPHS,Groceries
POS SALE WHOLE FOODS,Groceries
EFT RALPHS,Groceries
POS SALE PIZZA,Coffee/Dining
POS SALE TARGET,Shopping
VISA POS STARBUCKS,Coffee/Dining
EFT SUSHI,Coffee/Dining
VISA POS WHOLE FOODS LOC:EAST1661,Groceries
EFT MARKET,Groceries
CABLE T:071098,Utilities
PAYROLL,Transfer/Income
DEBIT PURCHASE GROCERY,Groceries
CARD PURCHASE MARKET T:071098,Groceries
DEBIT PURCHASE GYM MEMBERSHIP ID:GEWT57297732507583,Health/Fitness
DEBIT PURCHASE BEST BUY,Shopping
VISA POS TRADER JOES T:071098,Groceries
DEBIT PURCHASE UBER TRIP ID:GEWT57297732507583,Transport
DEBIT PURCHASE GROCERY,Groceries
SALARY T:071098,Transfer/Income
VISA POS SUSHI 836,Coffee/Dining
CARD PURCHASE STARBUCKS 836,Coffee/Dining
DEBIT PURCHASE STARBUCKS,Coffee/Dining
